event_type,latitude,longitude,address,event_cause,requires_road_closure,start_datetime,status,authenticated,description,veh_type,corridor,priority,police_station,closed_datetime,resolved_datetime,zone,junction,zone_known,junction_known,hour_of_day,day_of_week,month,is_weekend,is_public_holiday,corridor_rolling_7d,corridor_rolling_30d,zone_rolling_7d,zone_rolling_30d,h3_cell,police_station_rolling_30d,priority_target,closure_target,clearance_time_minutes
unplanned,13.121344,77.6182218,"Bagaluru Main Road, Krishna Shelton, Kattigenahalli, Bengaluru, Karnataka. Pin-560063 (India)",pot_holes,False,2023-12-15 20:13:17.396000+00:00,closed,yes,Good morning sir/madam [PERSON] nagar Bus stop. [LOCATION] cross towards [LOCATION]. Vehicle movement is slow sir.,Unknown_VehType,Non-corridor,Low,Yelahanka,2024-01-05 00:30:27.265540+00:00,,North Zone 2,Junction_Unknown,True,False,20,4,12,0,0,148,561,38,187,8761892dbffffff,71,Low,0,10000.0
unplanned,13.03241,77.5879916,"Bellary Road, TP Venugopal Layout, Anand Nagar, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",vehicle_breakdown,False,2023-12-15 20:26:28.914000+00:00,closed,yes,Vehicle disiel not supple starting problem,heavy_vehicle,Bellary Road 1,High,Kodigehalli,,,North Zone 2,Junction_Unknown,True,False,20,4,12,0,0,21,135,39,187,8761892c9ffffff,45,High,0,
planned,13.0418676,77.5941076,"MBT Road, Amanikere, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",construction,False,2023-12-15 20:32:42.275000+00:00,closed,yes,Bethal church hebbal,Unknown_VehType,ORR North 1,High,Hebbala,2023-12-15 22:01:22.621625+00:00,,North Zone 1,Other_Junction,True,True,20,4,12,0,0,16,50,39,126,8761892c8ffffff,34,High,0,88.67244375
unplanned,12.9356876,77.5127053,"Bangalore University Road, Navami Landmark, Bangalore University, Jnana Bharathi, Bengaluru, Karnataka. Pin-560056 (India)",vehicle_breakdown,False,2023-12-15 20:40:08.889000+00:00,closed,yes,Vacuum leakage no air load,ksrtc_bus,Mysore Road,High,Jnanabharathi,,,West Zone 1,Other_Junction,True,True,20,4,12,0,0,39,143,34,171,8760145a1ffffff,19,High,0,
planned,12.9695049,77.7006885,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",construction,False,2023-12-15 21:01:38.834000+00:00,closed,yes,[LOCATION] towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to metrostation piller work,Unknown_VehType,ORR East 2,High,HAL Old Airport,,,East Zone 1,Junction_Unknown,True,False,21,4,12,0,0,4,28,21,100,8761892e4ffffff,57,High,0,
unplanned,12.9736933,77.698385,"Outer Ring Road, Kempalakkamma Layout, Doddanekundi, Bengaluru, Karnataka. Pin-560037 (India)",vehicle_breakdown,False,2023-12-15 21:02:05.547000+00:00,closed,yes,Vehicle break down,private_bus,ORR East 2,High,Mahadevapura,2023-12-15 21:51:48.781195+00:00,,East Zone 1,Junction_Unknown,True,False,21,4,12,0,0,5,29,22,101,8761892e4ffffff,18,High,0,49.72056991666667
unplanned,13.2406463,77.7025709,"Bengaluru Bellary Road, Om Sri Nadaprabhu Kempegowdara Circle, Devanahalli, Karnataka. Pin-562110 (India)",vehicle_breakdown,False,2023-12-15 21:03:34.067000+00:00,closed,yes,No problem no traffic jam,truck,Non-corridor,Low,Devanahalli Airport,,,Zone_Unknown,Other_Junction,False,True,21,4,12,0,0,148,561,36,134,876016911ffffff,11,Low,0,
unplanned,13.0628382,77.457775,"Mumbai Bengaluru Highway, Madanaiyakanahalli, Bengaluru, Karnataka. Pin-562162 (India)",vehicle_breakdown,True,2023-12-15 21:06:07.231000+00:00,closed,yes,Incoming main road near madhanayakanahalli,heavy_vehicle,Non-corridor,Low,No Police Station,,,Zone_Unknown,Junction_Unknown,False,False,21,4,12,0,0,149,562,37,135,87601459bffffff,72,Low,1,
unplanned,12.9163433,77.5858583,"24th Main Road, Sri Aurobindo Circle, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",vehicle_breakdown,False,2023-12-15 21:11:21.628000+00:00,closed,yes,BMTC buss off road R V Dental trds Aravinda of 24 th main road sir,bmtc_bus,Non-corridor,Low,J.P. Nagar,,,South Zone 1,Other_Junction,True,True,21,4,12,0,0,150,563,5,37,87618924affffff,5,Low,0,
planned,12.9202334,77.589433,"11th Main Road, Sobha Opal Apartment, Block 4T East, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",procession,False,2023-12-15 21:11:37.559000+00:00,closed,yes,Slow traffic moment ಸರ್,Unknown_VehType,Non-corridor,Low,Jayanagara,,,South Zone 1,Other_Junction,True,True,21,4,12,0,0,151,564,6,38,87618925dffffff,9,Low,0,
unplanned,12.9994343,77.6747251,"MBT Road, Dargah Mohalla, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",vehicle_breakdown,False,2023-12-15 21:11:39.732000+00:00,closed,no,Vehicle breakdown,truck,ORR East 2,High,Banaswadi,2023-12-15 22:13:02.741985+00:00,,East Zone 2,Junction_Unknown,True,False,21,4,12,0,0,6,30,19,92,8761892e3ffffff,46,High,0,61.383499750000006
unplanned,13.0429917,77.5986233,"MBT Road, Kariyanna Layout, Guddadahalli, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",vehicle_breakdown,False,2023-12-15 21:12:23.792000+00:00,closed,yes,Starting problem sir,lcv,ORR North 1,High,Hebbala,2023-12-15 21:30:02.042882+00:00,,North Zone 1,Junction_Unknown,True,False,21,4,12,0,0,17,51,40,127,8761892c8ffffff,35,High,0,17.6375147
unplanned,13.0407394,77.54469,"Outer Ring Road, Sharadamba Nagar, Jalahalli Village, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",vehicle_breakdown,False,2023-12-15 21:16:05.869000+00:00,closed,no,,private_bus,ORR North 2,High,Jalahalli,2023-12-15 22:12:33.047174+00:00,,North Zone 2,Junction_Unknown,True,False,21,4,12,0,0,14,49,40,188,876014590ffffff,54,High,0,56.45296956666667
unplanned,13.0181617,77.5317339,"Dr Rajkumar Puniya Bhoomi Road, Block 2, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",vehicle_breakdown,False,2023-12-15 21:28:38.088000+00:00,closed,yes,Heavy Vehicle Offroad due to clutch plate problem,heavy_vehicle,Non-corridor,Low,Rajajinagar,,,West Zone 1,Other_Junction,True,True,21,4,12,0,0,152,564,35,172,876014595ffffff,17,Low,0,
unplanned,13.0114761,77.6158094,"Nagawara Main Road, Bilal Nagar, Pillanna Garden, Bengaluru, Karnataka. Pin-560045 (India)",vehicle_breakdown,False,2023-12-15 21:42:21.701000+00:00,closed,yes,Starting problem sir,bmtc_bus,Non-corridor,Low,K.G. Halli,2023-12-15 22:07:39.956656+00:00,,North Zone 1,Junction_Unknown,True,False,21,4,12,0,0,150,565,41,128,8761892ebffffff,17,Low,0,25.304260933333335
unplanned,12.8892087,77.5978332,"Bannerghatta Main Road, Rose Garden Apartment, Eshwari Industrial Estate, Arakere, Bengaluru, Karnataka. Pin-560076 (India)",pot_holes,False,2023-12-15 22:16:48.804000+00:00,closed,yes,Potholes,Unknown_VehType,Bannerghata Road,High,Hulimavu,2024-02-25 08:24:05.656129+00:00,,South Zone 2,Other_Junction,True,True,22,4,12,0,0,5,19,26,105,87618924effffff,11,High,0,10000.0
unplanned,12.8893226,77.5978201,"Bannerghatta Main Road, Rose Garden Apartment, Eshwari Industrial Estate, Arakere, Bengaluru, Karnataka. Pin-560076 (India)",pot_holes,False,2023-12-15 22:17:45.047000+00:00,closed,yes,Potholes,Unknown_VehType,Bannerghata Road,High,Hulimavu,2024-02-25 08:23:57.651323+00:00,,South Zone 2,Other_Junction,True,True,22,4,12,0,0,6,20,27,106,87618924effffff,12,High,0,10000.0
unplanned,12.9163886,77.6151469,"Silk Board Double Decker Flyover, 29th BTM Road Junction, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",pot_holes,False,2023-12-15 22:19:46.138000+00:00,closed,yes,,Unknown_VehType,Non-corridor,Low,Madiwala,2024-01-09 20:36:20.135914+00:00,,South Zone 2,Other_Junction,True,True,22,4,12,0,0,150,564,28,107,87618925cffffff,27,Low,0,10000.0
unplanned,12.9164285,77.6151433,"Silk Board Double Decker Flyover, 29th BTM Road Junction, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",pot_holes,False,2023-12-15 22:20:24.408000+00:00,closed,yes,,Unknown_VehType,Non-corridor,Low,Madiwala,2024-01-09 20:36:22.698197+00:00,,South Zone 2,Other_Junction,True,True,22,4,12,0,0,151,565,29,108,87618925cffffff,28,Low,0,10000.0
unplanned,12.8536781,77.5886266,"Bannerghatta Main Road, Dawoodi Bohra Colony, Gottigere, Bengaluru, Karnataka. Pin-560083 (India)",pot_holes,False,2023-12-15 22:21:21.283000+00:00,active,yes,,Unknown_VehType,Non-corridor,Low,Hulimavu,,,South Zone 1,Junction_Unknown,True,False,22,4,12,0,0,152,566,7,38,87618926bffffff,13,Low,0,
unplanned,12.8847212,77.5963175,"Bannerghatta Main Road, Syndicate Bank Colony, Arakere, Bengaluru, Karnataka. Pin-560076 (India)",pot_holes,False,2023-12-15 22:22:58.958000+00:00,active,yes,Potholes,Unknown_VehType,Bannerghata Road,High,J.P. Nagar,,,South Zone 2,Other_Junction,True,True,22,4,12,0,0,7,21,30,109,87618924effffff,6,High,0,
unplanned,12.8538468,77.588699,"Bannerghatta Main Road, Dawoodi Bohra Colony, Gottigere, Bengaluru, Karnataka. Pin-560083 (India)",pot_holes,False,2023-12-15 22:23:21.244000+00:00,active,yes,,Unknown_VehType,Bannerghata Road,High,Hulimavu,,,South Zone 1,Junction_Unknown,True,False,22,4,12,0,0,8,22,8,39,87618926bffffff,14,High,0,
unplanned,12.8537547,77.5886061,"Bannerghatta Main Road, Dawoodi Bohra Colony, Gottigere, Bengaluru, Karnataka. Pin-560083 (India)",pot_holes,False,2023-12-15 22:24:26.998000+00:00,active,yes,,Unknown_VehType,Bannerghata Road,High,Hulimavu,,,South Zone 1,Junction_Unknown,True,False,22,4,12,0,0,9,23,9,40,87618926bffffff,15,High,0,
unplanned,12.8777885,77.5953198,"Bannerghatta Main Road, Hulimavu, Bengaluru, Karnataka. Pin-560076 (India)",pot_holes,False,2023-12-15 22:24:57.730000+00:00,closed,yes,Potholes,Unknown_VehType,Bannerghata Road,High,Hulimavu,2024-02-25 08:20:38.680864+00:00,,South Zone 2,Other_Junction,True,True,22,4,12,0,0,10,24,31,110,87618924cffffff,16,High,0,10000.0
unplanned,12.853788,77.5886552,"Bannerghatta Main Road, Dawoodi Bohra Colony, Gottigere, Bengaluru, Karnataka. Pin-560083 (India)",pot_holes,False,2023-12-15 22:25:00.014000+00:00,active,yes,,Unknown_VehType,Bannerghata Road,High,Hulimavu,,,South Zone 1,Junction_Unknown,True,False,22,4,12,0,0,11,25,10,41,87618926bffffff,17,High,0,
unplanned,12.8538117,77.5887367,"Bannerghatta Main Road, Dawoodi Bohra Colony, Gottigere, Bengaluru, Karnataka. Pin-560083 (India)",pot_holes,False,2023-12-15 22:25:15.370000+00:00,active,yes,,Unknown_VehType,Bannerghata Road,High,Hulimavu,,,South Zone 1,Junction_Unknown,True,False,22,4,12,0,0,12,26,11,42,87618926bffffff,18,High,0,
unplanned,12.9858727,77.5517909,"Vatal Nagaraj Road, Bhashyam Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",vehicle_breakdown,False,2023-12-15 22:25:26.917000+00:00,closed,yes,Private bus off road,private_bus,West of Chord Road,High,Rajajinagar,,,West Zone 2,Other_Junction,True,True,22,4,12,0,0,2,26,30,163,8760145b1ffffff,18,High,0,
unplanned,12.8541391,77.5886304,"Bannerghatta Main Road, Dawoodi Bohra Colony, Gottigere, Bengaluru, Karnataka. Pin-560083 (India)",pot_holes,False,2023-12-15 22:26:09.980000+00:00,active,yes,,Unknown_VehType,Bannerghata Road,High,Hulimavu,,,South Zone 1,Junction_Unknown,True,False,22,4,12,0,0,13,27,12,43,87618926bffffff,19,High,0,
unplanned,12.8806254,77.5963183,"1st Cross Road, Pride Regalia Apartment, Hulimavu, Bengaluru, Karnataka. Pin-560076 (India)",pot_holes,False,2023-12-15 22:26:32.913000+00:00,closed,yes,Potholes,Unknown_VehType,Bannerghata Road,High,Hulimavu,2024-02-25 08:20:32.879605+00:00,,South Zone 2,Other_Junction,True,True,22,4,12,0,0,14,28,32,111,87618924cffffff,20,High,0,10000.0
unplanned,12.8543884,77.5886858,"Bannerghatta Main Road, Dawoodi Bohra Colony, Gottigere, Bengaluru, Karnataka. Pin-560083 (India)",pot_holes,False,2023-12-15 22:26:57.630000+00:00,active,yes,,Unknown_VehType,Bannerghata Road,High,Hulimavu,,,South Zone 1,Junction_Unknown,True,False,22,4,12,0,0,15,29,13,44,87618926bffffff,21,High,0,
unplanned,12.854762,77.5887142,"Bannerghatta Main Road, Dawoodi Bohra Colony, Gottigere, Bengaluru, Karnataka. Pin-560083 (India)",pot_holes,False,2023-12-15 22:27:34.459000+00:00,active,yes,,Unknown_VehType,Bannerghata Road,High,Hulimavu,,,South Zone 1,Junction_Unknown,True,False,22,4,12,0,0,16,30,14,45,87618926bffffff,22,High,0,
unplanned,12.8550432,77.5886943,"Bannerghatta Main Road, RVS Shastri Residency, Dawoodi Bohra Colony, Gottigere, Bengaluru, Karnataka. Pin-560083 (India)",pot_holes,False,2023-12-15 22:28:04.719000+00:00,active,yes,,Unknown_VehType,Bannerghata Road,High,Hulimavu,,,South Zone 1,Junction_Unknown,True,False,22,4,12,0,0,17,31,15,46,87618926bffffff,23,High,0,
unplanned,12.8551074,77.5887084,"Bannerghatta Main Road, RVS Shastri Residency, Dawoodi Bohra Colony, Gottigere, Bengaluru, Karnataka. Pin-560083 (India)",pot_holes,False,2023-12-15 22:28:26.127000+00:00,active,yes,,Unknown_VehType,Bannerghata Road,High,Hulimavu,,,South Zone 1,Junction_Unknown,True,False,22,4,12,0,0,18,32,16,47,87618926bffffff,24,High,0,
unplanned,12.9059033,77.6278133,"Begur Main Road, Alpine Park Apartment, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",pot_holes,False,2023-12-15 22:28:26.389000+00:00,closed,yes,,Unknown_VehType,Hosur Road,High,Madiwala,2023-12-25 21:11:24.115544+00:00,,South Zone 2,Other_Junction,True,True,22,4,12,0,0,8,41,33,112,876189242ffffff,29,High,0,10000.0
unplanned,12.8551074,77.5887084,"Bannerghatta Main Road, RVS Shastri Residency, Dawoodi Bohra Colony, Gottigere, Bengaluru, Karnataka. Pin-560083 (India)",pot_holes,False,2023-12-15 22:28:54.045000+00:00,active,yes,,Unknown_VehType,Bannerghata Road,High,Hulimavu,,,South Zone 1,Junction_Unknown,True,False,22,4,12,0,0,19,33,17,48,87618926bffffff,25,High,0,
unplanned,12.8551342,77.5887076,"Bannerghatta Main Road, RVS Shastri Residency, Dawoodi Bohra Colony, Gottigere, Bengaluru, Karnataka. Pin-560083 (India)",pot_holes,False,2023-12-15 22:29:19.220000+00:00,active,yes,,Unknown_VehType,Bannerghata Road,High,Hulimavu,,,South Zone 1,Junction_Unknown,True,False,22,4,12,0,0,20,34,18,49,87618926bffffff,26,High,0,
unplanned,12.9047767,77.62753,"Begur Main Road, Alpine Park Apartment, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",pot_holes,False,2023-12-15 22:29:56.286000+00:00,closed,yes,,Unknown_VehType,Hosur Road,High,Madiwala,2023-12-25 21:11:26.093584+00:00,,South Zone 2,Other_Junction,True,True,22,4,12,0,0,9,42,34,113,876189242ffffff,30,High,0,10000.0
unplanned,12.8555298,77.5886819,"2nd Main Road, Hexa Skyline, Bohra Colony, Gottigere, Bengaluru, Karnataka. Pin-560083 (India)",pot_holes,False,2023-12-15 22:30:09.627000+00:00,active,yes,,Unknown_VehType,Bannerghata Road,High,Thalagattapura,,,South Zone 1,Junction_Unknown,True,False,22,4,12,0,0,21,35,19,50,87618926bffffff,8,High,0,
unplanned,12.8558281,77.5891032,"Bannerghatta Main Road, Hexa Skyline, Bohra Colony, Gottigere, Bengaluru, Karnataka. Pin-560083 (India)",pot_holes,False,2023-12-15 22:30:35.168000+00:00,active,yes,,Unknown_VehType,Bannerghata Road,High,Hulimavu,,,South Zone 1,Junction_Unknown,True,False,22,4,12,0,0,22,36,20,51,87618926bffffff,27,High,0,
unplanned,12.881902,77.5958795,"3rd Main Road, Vijay Shree Layout, Hulimavu, Bengaluru, Karnataka. Pin-560076 (India)",pot_holes,False,2023-12-15 22:31:15.501000+00:00,active,yes,Potholes,Unknown_VehType,Bannerghata Road,High,J.P. Nagar,,,South Zone 2,Other_Junction,True,True,22,4,12,0,0,23,37,35,114,87618924cffffff,7,High,0,
unplanned,12.85521,77.5887933,"Bannerghatta Main Road, RVS Shastri Residency, Dawoodi Bohra Colony, Gottigere, Bengaluru, Karnataka. Pin-560083 (India)",pot_holes,False,2023-12-15 22:36:36.067000+00:00,active,yes,,Unknown_VehType,Bannerghata Road,High,Hulimavu,,,South Zone 1,Junction_Unknown,True,False,22,4,12,0,0,24,38,21,52,87618926bffffff,28,High,0,
unplanned,12.9075554,77.629135,"3rd Cross Road, Bommanahalli Circle, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",pot_holes,False,2023-12-15 22:38:50.143000+00:00,active,yes,,Unknown_VehType,Hosur Road,High,HSR Layout,,,South Zone 2,Other_Junction,True,True,22,4,12,0,0,10,43,36,115,876189242ffffff,25,High,0,
unplanned,12.9072033,77.6285997,"Hosur Road, Vivekananda Circle, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",pot_holes,False,2023-12-15 22:40:53.256000+00:00,active,yes,,Unknown_VehType,Hosur Road,High,Madiwala,,,South Zone 2,Other_Junction,True,True,22,4,12,0,0,11,44,37,116,876189242ffffff,31,High,0,
unplanned,13.0031856,77.6817413,"MBT Road, ITI Data Center, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",road_conditions,False,2023-12-15 22:40:58.560000+00:00,closed,no,PC=19132,Unknown_VehType,ORR East 2,High,K.R. Pura,2023-12-15 23:06:37.153779+00:00,,East Zone 2,Junction_Unknown,True,False,22,4,12,0,0,7,31,19,92,8761892e3ffffff,43,High,0,25.643229650000002
unplanned,12.9070825,77.6288229,"Electronics City Flyover, Bommanahalli Circle, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",pot_holes,False,2023-12-15 22:41:23.758000+00:00,active,yes,,Unknown_VehType,Hosur Road,High,HSR Layout,,,South Zone 2,Other_Junction,True,True,22,4,12,0,0,12,45,38,117,876189242ffffff,26,High,0,
unplanned,12.9065703,77.6286492,"Begur Main Road, Vivekananda Circle, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",pot_holes,False,2023-12-15 22:41:54.376000+00:00,active,yes,,Unknown_VehType,Hosur Road,High,Madiwala,,,South Zone 2,Other_Junction,True,True,22,4,12,0,0,13,46,39,118,876189242ffffff,32,High,0,
unplanned,12.9051034,77.5431834,"Netaji Road, Veerappa Layout, Uttarahalli, Bengaluru, Karnataka. Pin-560061 (India)",pot_holes,False,2023-12-15 22:42:20.825000+00:00,closed,yes,bad road,Unknown_VehType,Non-corridor,Low,K.S. Layout,2023-12-23 23:35:36.961029+00:00,,South Zone 1,Other_Junction,True,True,22,4,12,0,0,150,566,22,53,876014516ffffff,10,Low,0,10000.0
unplanned,12.9048952,77.5437506,"8th Main Road, Vaishnavi Layout, Uttarahalli, Bengaluru, Karnataka. Pin-560061 (India)",pot_holes,False,2023-12-15 22:43:57.946000+00:00,closed,yes,bad road,Unknown_VehType,Non-corridor,Low,K.S. Layout,2023-12-23 23:35:33.662650+00:00,,South Zone 1,Other_Junction,True,True,22,4,12,0,0,151,567,23,54,87618924bffffff,11,Low,0,10000.0
unplanned,12.9044313,77.5443208,"2nd Cross Road, Vaishnavi Layout, Uttarahalli, Bengaluru, Karnataka. Pin-560061 (India)",road_conditions,False,2023-12-15 22:45:39.332000+00:00,closed,yes,bad road,Unknown_VehType,Non-corridor,Low,K.S. Layout,2023-12-23 23:36:11.646931+00:00,,South Zone 1,Other_Junction,True,True,22,4,12,0,0,152,568,24,55,87618924bffffff,12,Low,0,10000.0
unplanned,12.865231,77.5913855,"Bannerghatta Main Road, Kalena Agrahara, Bengaluru, Karnataka. Pin-560076 (India)",pot_holes,False,2023-12-15 22:45:58.074000+00:00,active,yes,,Unknown_VehType,Bannerghata Road,High,Thalagattapura,,,South Zone 1,Junction_Unknown,True,False,22,4,12,0,0,25,39,25,56,87618924cffffff,9,High,0,
unplanned,12.9039225,77.5443594,"Subramanyapura Main Road, Vaishnavi Layout, Uttarahalli, Bengaluru, Karnataka. Pin-560061 (India)",pot_holes,False,2023-12-15 22:46:32.803000+00:00,closed,yes,bad ರೋಡ್,Unknown_VehType,Non-corridor,Low,K.S. Layout,2023-12-23 23:36:06.372419+00:00,,South Zone 1,Other_Junction,True,True,22,4,12,0,0,153,569,26,57,87618924bffffff,13,Low,0,10000.0
unplanned,12.866052,77.5920334,"Bannerghatta Main Road, Kalena Agrahara, Bengaluru, Karnataka. Pin-560076 (India)",pot_holes,False,2023-12-15 22:46:49.723000+00:00,active,yes,,Unknown_VehType,Bannerghata Road,High,Hulimavu,,,South Zone 1,Junction_Unknown,True,False,22,4,12,0,0,26,40,27,58,87618924cffffff,29,High,0,
unplanned,13.0109833,77.5457767,"Hasya Chakravarti Narasimha Raju Road, Sri Vasavi Garden, Mahalakshmi Layout, Bengaluru, Karnataka. Pin-560086 (India)",road_conditions,False,2023-12-15 22:47:12.483000+00:00,active,yes,Good morning sir road is a damaged nearest [LOCATION] layout club towards [LOCATION] layout bus stop to [PERSON] abbakka  ground kade,Unknown_VehType,Non-corridor,Low,Rajajinagar,,,West Zone 1,Other_Junction,True,True,22,4,12,0,0,154,570,34,173,8760145b3ffffff,19,Low,0,
unplanned,12.8662812,77.5918829,"Bannerghatta Main Road, Kalena Agrahara, Bengaluru, Karnataka. Pin-560076 (India)",pot_holes,False,2023-12-15 22:47:19.525000+00:00,active,yes,,Unknown_VehType,Bannerghata Road,High,Hulimavu,,,South Zone 1,Junction_Unknown,True,False,22,4,12,0,0,27,41,28,59,87618924cffffff,30,High,0,
unplanned,12.9023556,77.5444541,"Subramanyapura Main Road, Mookambika Layout, Uttarahalli, Bengaluru, Karnataka. Pin-560061 (India)",pot_holes,False,2023-12-15 22:47:54.804000+00:00,closed,yes,bad road,Unknown_VehType,Non-corridor,Low,K.S. Layout,2023-12-23 23:36:03.313562+00:00,,South Zone 1,Other_Junction,True,True,22,4,12,0,0,155,571,29,60,87618924bffffff,14,Low,0,10000.0
unplanned,12.8662784,77.5918883,"Bannerghatta Main Road, Kalena Agrahara, Bengaluru, Karnataka. Pin-560076 (India)",pot_holes,False,2023-12-15 22:48:05.968000+00:00,active,yes,,Unknown_VehType,Bannerghata Road,High,Hulimavu,,,South Zone 1,Junction_Unknown,True,False,22,4,12,0,0,28,42,30,61,87618924cffffff,31,High,0,
unplanned,12.8662784,77.5918883,"Bannerghatta Main Road, Kalena Agrahara, Bengaluru, Karnataka. Pin-560076 (India)",pot_holes,False,2023-12-15 22:49:09.845000+00:00,active,yes,,Unknown_VehType,Bannerghata Road,High,Hulimavu,,,South Zone 1,Junction_Unknown,True,False,22,4,12,0,0,29,43,31,62,87618924cffffff,32,High,0,
unplanned,12.9006323,77.5437131,"Subramanyapura Main Road, Muniswamy Naidu Layout, Uttarahalli, Bengaluru, Karnataka. Pin-560061 (India)",pot_holes,False,2023-12-15 22:49:24.516000+00:00,closed,yes,bad road,Unknown_VehType,Non-corridor,Low,K.S. Layout,2023-12-23 23:36:00.644882+00:00,,South Zone 1,Junction_Unknown,True,False,22,4,12,0,0,156,572,32,63,876014516ffffff,15,Low,0,10000.0
unplanned,12.9005867,77.5438265,"Subramanyapura Main Road, Muniswamy Naidu Layout, Uttarahalli, Bengaluru, Karnataka. Pin-560061 (India)",pot_holes,False,2023-12-15 22:50:37.082000+00:00,closed,yes,bad road,Unknown_VehType,Non-corridor,Low,K.S. Layout,2023-12-23 23:35:58.339210+00:00,,South Zone 1,Junction_Unknown,True,False,22,4,12,0,0,156,573,33,64,876014516ffffff,16,Low,0,10000.0
unplanned,12.8985353,77.5444672,"Vasanthapura Main Road, YS Adinarayana Colony, Vasantapura, Bengaluru, Karnataka. Pin-560061 (India)",pot_holes,False,2023-12-15 22:51:52.715000+00:00,closed,yes,bad road,Unknown_VehType,Non-corridor,Low,K.S. Layout,2023-12-23 23:35:29.088105+00:00,,South Zone 1,Junction_Unknown,True,False,22,4,12,0,0,157,574,34,65,876014516ffffff,17,Low,0,10000.0
unplanned,12.8985353,77.5444672,"Vasanthapura Main Road, YS Adinarayana Colony, Vasantapura, Bengaluru, Karnataka. Pin-560061 (India)",pot_holes,False,2023-12-15 22:52:27.544000+00:00,closed,yes,bad road,Unknown_VehType,Non-corridor,Low,K.S. Layout,2023-12-23 23:35:25.884152+00:00,,South Zone 1,Junction_Unknown,True,False,22,4,12,0,0,158,575,35,66,876014516ffffff,18,Low,0,10000.0
unplanned,12.9168713,77.5975225,"South End Main Road, Dr BR Ambedkar Circle, Jayanagar, Bengaluru, Karnataka. Pin-560069 (India)",vehicle_breakdown,False,2023-12-15 22:52:41.485000+00:00,closed,yes,,bmtc_bus,Bannerghata Road,High,Jayanagara,,,South Zone 1,Other_Junction,True,True,22,4,12,0,0,30,44,36,67,87618925dffffff,9,High,0,
unplanned,12.8980705,77.5460958,"Vasanthapura Main Road, KEB Quarters, Subramanyapura, Bengaluru, Karnataka. Pin-560061 (India)",pot_holes,False,2023-12-15 22:52:53.097000+00:00,closed,yes,bad road,Unknown_VehType,Non-corridor,Low,K.S. Layout,2023-12-23 23:35:20.536704+00:00,,South Zone 1,Junction_Unknown,True,False,22,4,12,0,0,159,576,37,68,87618924bffffff,19,Low,0,10000.0
unplanned,12.8987151,77.5434386,"Gubbalala Main Road, Balaji Layout, Subramanyapura, Bengaluru, Karnataka. Pin-560061 (India)",pot_holes,False,2023-12-15 22:53:50.627000+00:00,closed,yes,bad road,Unknown_VehType,Non-corridor,Low,K.S. Layout,2023-12-23 23:35:09.263370+00:00,,South Zone 1,Junction_Unknown,True,False,22,4,12,0,0,160,577,38,69,876014516ffffff,20,Low,0,10000.0
unplanned,12.8665636,77.5919853,"Bannerghatta Main Road, Kalena Agrahara, Bengaluru, Karnataka. Pin-560076 (India)",pot_holes,False,2023-12-15 22:54:29.713000+00:00,active,yes,,Unknown_VehType,Bannerghata Road,High,Hulimavu,,,South Zone 1,Junction_Unknown,True,False,22,4,12,0,0,31,45,39,70,87618924cffffff,33,High,0,
unplanned,12.8985649,77.5435672,"Gubbalala Main Road, Balaji Layout, Subramanyapura, Bengaluru, Karnataka. Pin-560061 (India)",pot_holes,False,2023-12-15 22:54:47.174000+00:00,closed,yes,bad road,Unknown_VehType,Non-corridor,Low,K.S. Layout,2023-12-23 23:35:05.620353+00:00,,South Zone 1,Junction_Unknown,True,False,22,4,12,0,0,161,578,40,71,876014516ffffff,21,Low,0,10000.0
unplanned,12.8692308,77.5931644,"10th Main Road, Nobo Nagar, Bengaluru, Karnataka. Pin-560076 (India)",pot_holes,False,2023-12-15 22:56:41.852000+00:00,active,yes,,Unknown_VehType,Bannerghata Road,High,Hulimavu,,,South Zone 1,Junction_Unknown,True,False,22,4,12,0,0,32,46,41,72,87618924cffffff,34,High,0,
