event_type,latitude,longitude,address,event_cause,requires_road_closure,start_datetime,status,veh_type,corridor,priority,police_station,closed_datetime,resolved_datetime,zone,junction,zone_known,junction_known,hour_of_day,day_of_week,month,is_weekend,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,hour_bin,is_public_holiday,corridor_rolling_7d,corridor_rolling_30d,zone_rolling_7d,zone_rolling_30d,police_station_rolling_30d,police_station_rolling_7d,cause_x_corridor,cause_x_hour_bin,weekend_x_hour_bin,type_x_cause,h3_cell,events_within_1km,events_within_3km,events_within_5km,police_station_freq,h3_cell_freq,corridor_freq,desc_has_accident,desc_has_tree,desc_has_fire,desc_has_vip,desc_has_protest,priority_target,closure_target,clearance_time_minutes,clearance_time_log
unplanned,12.9994123,77.5843319,"Sankey Road, MD Nanjundaswamy Circle, Rajamahal Guttahalli, Bengaluru, Karnataka. Pin-560003 (India)",vehicle_breakdown,False,2023-12-08 19:22:24.068000+00:00,closed,bmtc_bus,Bellary Road 1,High,Sadashivanagar,2023-12-08 20:15:22.633024+00:00,,West Zone 2,Junction_Unknown,True,False,19,4,12,0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,evening_rush,0,37,130,47,150,63,19,vehicle_breakdown_Bellary Road 1,vehicle_breakdown_evening_rush,0_evening_rush,unplanned_vehicle_breakdown,8760145b6ffffff,28,182,410,0.04585152838427948,0.019650655021834062,0.09461426491994178,0,0,0,0,0,High,0,52.97608373333333,3.9885410546306748
unplanned,12.986405,77.5888765,"AH 43, Dharmaprakash Devarao Shivaram Ubhayaker Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",vehicle_breakdown,False,2023-12-08 20:02:13.729000+00:00,closed,private_bus,Bellary Road 1,High,High ground,2023-12-08 20:34:50.167774+00:00,,Central Zone 2,Other_Junction,True,True,20,4,12,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,late_night,0,38,131,54,233,25,11,vehicle_breakdown_Bellary Road 1,vehicle_breakdown_late_night,0_late_night,unplanned_vehicle_breakdown,8760145b4ffffff,27,214,390,0.018168604651162792,0.04215116279069767,0.09520348837209303,0,0,0,0,0,High,0,32.6073129,3.5147436891210733
unplanned,12.9382439,77.521922,"Mysore Road, BWSSB Quarters, Nayandahalli, Bengaluru, Karnataka. Pin-560039 (India)",vehicle_breakdown,False,2023-12-08 20:03:34.423000+00:00,closed,private_car,Mysore Road,High,Byatarayanapura,2023-12-08 20:37:35.641975+00:00,,West Zone 1,Other_Junction,True,True,20,4,12,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,late_night,0,37,125,40,165,59,21,vehicle_breakdown_Mysore Road,vehicle_breakdown_late_night,0_late_night,unplanned_vehicle_breakdown,8760145a1ffffff,16,59,118,0.042846768336964415,0.010167029774872912,0.09077705156136529,0,0,0,0,0,High,0,34.02031625,3.5559283573708997
unplanned,12.98338318,77.57704294,"Dr MH Ambarish Road, C Ranga Swamy Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",pot_holes,False,2023-12-08 20:16:02.807000+00:00,closed,Unknown_VehType,Non-corridor,Low,High ground,2024-04-06 06:45:31.879407+00:00,,Central Zone 2,Other_Junction,True,True,20,4,12,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,late_night,0,120,511,55,234,26,12,pot_holes_Non-corridor,pot_holes_late_night,0_late_night,unplanned_pot_holes,8760145b0ffffff,27,208,414,0.01885424220449601,0.016678752719361856,0.37055837563451777,0,0,0,0,0,Low,0,38078.83889102991,10.547440258093566
unplanned,12.950635,77.53755,"Mysore Road, KIMCO Junction, Deepanjali Nagar, Bengaluru, Karnataka. Pin-560026 (India)",congestion,False,2023-12-08 20:48:12.539000+00:00,closed,Unknown_VehType,West of Chord Road,High,Byatarayanapura,2023-12-08 21:53:39.561912+00:00,,West Zone 2,KIMCO Junction,True,True,20,4,12,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,late_night,0,9,27,48,151,60,22,congestion_West of Chord Road,congestion_late_night,0_late_night,unplanned_congestion,8760145a0ffffff,25,90,198,0.04344677769732078,0.010137581462708182,0.01955104996379435,0,0,0,0,0,High,0,65.45038186666666,4.196455531819441
unplanned,12.95620419,77.5484401,"Pipeline Road, Corporation Layout, Kasturba Nagar, Bengaluru, Karnataka. Pin-560026 (India)",vehicle_breakdown,False,2023-12-08 20:49:19.277000+00:00,closed,heavy_vehicle,Mysore Road,High,Byatarayanapura,2023-12-08 21:47:20.627110+00:00,,West Zone 2,toll gate mysore road,True,True,20,4,12,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,late_night,0,38,126,49,152,61,23,vehicle_breakdown_Mysore Road,vehicle_breakdown_late_night,0_late_night,unplanned_vehicle_breakdown,8760145a2ffffff,43,110,290,0.04413892908827786,0.026772793053545588,0.09117221418234443,0,0,0,0,0,High,0,58.02250183333333,4.0779187582018315
unplanned,12.9985379,77.5844506,"Sankey Road, RV Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",pot_holes,False,2023-12-08 21:10:44.009000+00:00,closed,Unknown_VehType,Bellary Road 1,High,Sadashivanagar,2023-12-12 20:13:00.169562+00:00,,West Zone 2,Junction_Unknown,True,False,21,4,12,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,late_night,0,39,132,50,153,64,20,pot_holes_Bellary Road 1,pot_holes_late_night,0_late_night,unplanned_pot_holes,8760145b6ffffff,29,185,413,0.046242774566473986,0.02023121387283237,0.0953757225433526,0,0,0,0,0,High,0,5702.2693427,8.64879485828961
unplanned,13.0416033,77.5468346,"Outer Ring Road, Renaissance Reserva, Muthyala Nagar, Bengaluru, Karnataka. Pin-560054 (India)",others,False,2023-12-08 21:16:29.607000+00:00,closed,Unknown_VehType,ORR North 2,High,Jalahalli,2023-12-08 23:38:58.730105+00:00,,North Zone 2,Junction_Unknown,True,False,21,4,12,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,late_night,0,11,39,46,178,41,11,others_ORR North 2,others_late_night,0_late_night,unplanned_others,876014590ffffff,27,104,234,0.0296028880866426,0.025992779783393503,0.02815884476534296,0,0,0,0,0,High,0,142.48538508333334,4.966233183903833
unplanned,12.9560652,77.6937924,"HAL Airport Road, Manjunatha Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",others,False,2023-12-08 21:22:34.718000+00:00,closed,Unknown_VehType,Old Airport Road,High,HAL Old Airport,2023-12-11 21:47:33.028676+00:00,,East Zone 1,Other_Junction,True,True,21,4,12,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,late_night,0,2,19,22,111,66,10,others_Old Airport Road,others_late_night,0_late_night,unplanned_others,87618920bffffff,19,67,93,0.047619047619047616,0.020923520923520924,0.013708513708513708,0,0,0,0,0,High,0,4344.9718446,8.377004682332435
planned,13.0265099,77.5802634,"Dr Rajgopal Road, Ashwath Nagar, Armane Nagar, Bengaluru, Karnataka. Pin-560094 (India)",construction,False,2023-12-08 21:41:42.619000+00:00,closed,Unknown_VehType,Non-corridor,Low,Kodigehalli,2023-12-18 02:07:56.826496+00:00,,North Zone 2,Junction_Unknown,True,False,21,4,12,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,late_night,0,122,514,47,179,42,17,construction_Non-corridor,construction_late_night,0_late_night,planned_construction,8760145b2ffffff,20,155,320,0.0301941049604601,0.043134435657800146,0.36951833213515456,0,0,0,0,0,Low,0,13226.2367916,9.49003337600537
unplanned,13.0015734,77.5531602,"80 Feet Ring Road, Ketamaranahalli, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",tree_fall,True,2023-12-08 22:35:01.925000+00:00,closed,Unknown_VehType,Non-corridor,Low,Malleshwaram,2023-12-09 01:58:13.812720+00:00,,West Zone 1,Other_Junction,True,True,22,4,12,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,late_night,0,124,516,42,167,12,3,tree_fall_Non-corridor,tree_fall_late_night,0_late_night,unplanned_tree_fall,8760145b3ffffff,7,94,380,0.008614501076812634,0.02656137832017229,0.3704235463029433,0,1,0,0,0,Low,1,203.1981286666667,5.319090741470487
unplanned,12.8549049,77.6652258,"Electronics City Flyover, Nanjuda Reddy Layout, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",vehicle_breakdown,False,2023-12-08 22:49:57.810000+00:00,closed,heavy_vehicle,Non-corridor,Low,Electronic City,2023-12-08 23:16:39.416885+00:00,,Zone_Unknown,Other_Junction,False,True,22,4,12,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,late_night,0,126,519,37,112,19,3,vehicle_breakdown_Non-corridor,vehicle_breakdown_late_night,0_late_night,unplanned_vehicle_breakdown,876189262ffffff,3,16,21,0.013590844062947067,0.002145922746781116,0.37124463519313305,0,0,0,0,0,Low,0,26.693448083333333,3.3211958539277506
unplanned,12.9651619,77.5682358,"Cart Street, Jai Bheema Nagar, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)",pot_holes,False,2023-12-08 23:59:43.341000+00:00,closed,Unknown_VehType,Mysore Road,High,Chamarajpet,2023-12-09 22:09:35.919142+00:00,,Central Zone 2,Other_Junction,True,True,23,4,12,0,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,late_night,0,41,129,57,238,28,6,pot_holes_Mysore Road,pot_holes_late_night,0_late_night,unplanned_pot_holes,8760145b5ffffff,20,203,367,0.019957234497505347,0.037776193870277974,0.09194583036350677,0,0,0,0,0,High,0,1329.8763023666666,7.193592878213547
unplanned,12.9651619,77.5682358,"Cart Street, Jai Bheema Nagar, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)",construction,False,2023-12-09 00:00:04.456000+00:00,closed,Unknown_VehType,Mysore Road,High,Chamarajpet,2023-12-09 22:09:32.495231+00:00,,Central Zone 2,Other_Junction,True,True,0,5,12,1,0.0,1.0,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,night,0,42,130,58,239,29,7,construction_Mysore Road,construction_night,1_night,unplanned_construction,8760145b5ffffff,21,204,368,0.020655270655270654,0.038461538461538464,0.09259259259259259,0,0,0,0,0,High,0,1329.4673205166666,7.193285528309759
unplanned,12.9871352,77.572294,"Deena Seva Sangh Road, RV Shetty Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",vehicle_breakdown,False,2023-12-09 04:20:57.607000+00:00,closed,bmtc_bus,Non-corridor,Low,Sheshadripuram,2023-12-09 04:33:50.533181+00:00,,Central Zone 2,Other_Junction,True,True,4,5,12,1,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,night,0,111,524,62,244,18,3,vehicle_breakdown_Non-corridor,vehicle_breakdown_night,1_night,unplanned_vehicle_breakdown,8760145b0ffffff,31,225,433,0.012756909992912827,0.01842664776754075,0.371367824238129,0,0,0,0,0,Low,0,12.882103016666667,2.630600457770614
unplanned,12.9710787,77.5836129,"District Office Road, Cauvery Bhavan, Ambedkar Veedhi, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",vehicle_breakdown,False,2023-12-09 05:05:33.317000+00:00,closed,bmtc_bus,Non-corridor,Low,Halasuru Gate,2023-12-09 06:21:34.065274+00:00,,Central Zone 2,Other_Junction,True,True,5,5,12,1,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,night,0,113,527,62,245,57,13,vehicle_breakdown_Non-corridor,vehicle_breakdown_night,1_night,unplanned_vehicle_breakdown,8760145b4ffffff,59,224,403,0.04031117397454031,0.042432814710042434,0.3727015558698727,0,0,0,0,0,Low,0,76.01247123333333,4.3439673728081845
unplanned,12.9424948,77.7466463,"Varthur Main Road, KSRTC Travel House Junction, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",vehicle_breakdown,False,2023-12-09 10:02:29.969000+00:00,closed,heavy_vehicle,Non-corridor,Low,Whitefield,2023-12-09 10:34:58.175667+00:00,,East Zone 1,Junction_Unknown,True,False,10,5,12,1,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,midday,0,114,531,21,112,30,9,vehicle_breakdown_Non-corridor,vehicle_breakdown_midday,1_midday,unplanned_vehicle_breakdown,87618920effffff,14,19,43,0.02109704641350211,0.009845288326300985,0.37341772151898733,0,0,0,0,0,Low,0,32.470111116666665,3.510652835106182
unplanned,13.0904756,77.60245,"Jakkur Main Road, Venkat Wings Royal, Nehru Nagar, Bengaluru, Karnataka. Pin-560064 (India)",construction,False,2023-12-09 20:55:11.662000+00:00,closed,Unknown_VehType,Non-corridor,Low,Yelahanka,2023-12-15 04:36:39.952828+00:00,,North Zone 2,Junction_Unknown,True,False,20,5,12,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,late_night,0,118,533,39,180,68,10,construction_Non-corridor,construction_late_night,1_late_night,unplanned_construction,8761892d9ffffff,14,59,96,0.04755244755244755,0.0,0.3748251748251748,0,0,0,0,0,Low,0,7661.4715138,8.94408986262581
unplanned,12.974705,77.570679,"Dharmambudi Kere Road, Cottonpet Circle, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)",others,False,2023-12-09 22:08:14.177000+00:00,closed,Unknown_VehType,Non-corridor,Low,Chamarajpet,2023-12-11 04:22:24.814412+00:00,,Central Zone 2,Other_Junction,True,True,22,5,12,1,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,late_night,0,118,535,61,246,30,8,others_Non-corridor,others_late_night,1_late_night,unplanned_others,8760145b5ffffff,34,224,433,0.0209351011863224,0.03838101884159107,0.3754361479413817,0,0,0,0,0,Low,0,1814.1772902,7.503938422479481
unplanned,12.9680452,77.6062151,"Museum Road, Shoolay Circle, Nilsandra, Bengaluru, Karnataka. Pin-560025 (India)",others,False,2023-12-09 22:31:54.044000+00:00,closed,Unknown_VehType,Mysore Road,High,Ashok Nagar,2023-12-10 00:52:00.117337+00:00,,Central Zone 1,Other_Junction,True,True,22,5,12,1,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,late_night,0,43,133,19,91,21,7,others_Mysore Road,others_late_night,1_late_night,unplanned_others,87618925affffff,13,171,343,0.015331010452961672,0.011846689895470384,0.09337979094076655,0,0,0,0,0,High,0,140.10122228333333,4.949477521353732
unplanned,13.0441174,77.5574899,"Kuvempu Underpass, BEL Circle, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",vehicle_breakdown,False,2023-12-09 22:33:05.380000+00:00,closed,bmtc_bus,ORR North 2,High,Jalahalli,2023-12-10 00:27:28.367964+00:00,,North Zone 1,Other_Junction,True,True,22,5,12,1,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,late_night,0,11,41,25,115,43,11,vehicle_breakdown_ORR North 2,vehicle_breakdown_late_night,1_late_night,unplanned_vehicle_breakdown,876014590ffffff,18,86,273,0.029944289693593314,0.02576601671309192,0.028551532033426183,0,0,0,0,0,High,0,114.38313273333333,4.748258179901763
planned,12.9093833,77.5496433,"Subramanyapura Main Road, Canara Bank Colony, Chikkalsandra, Bengaluru, Karnataka. Pin-560061 (India)",construction,False,2023-12-09 23:29:02.667000+00:00,closed,Unknown_VehType,Non-corridor,Low,K.S. Layout,2023-12-24 09:04:57.273438+00:00,,South Zone 1,Junction_Unknown,True,False,23,5,12,1,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,late_night,0,117,533,11,44,11,2,construction_Non-corridor,construction_late_night,1_late_night,planned_construction,87618924bffffff,5,31,95,0.0076495132127955496,0.0034770514603616135,0.3748261474269819,0,0,0,0,0,Low,0,20735.9101073,9.939670488394293
unplanned,12.9521802,77.4999403,"Kengeri Main Road, Ullal Junction, Jnana Bharathi, Bengaluru, Karnataka. Pin-560056 (India)",others,False,2023-12-09 23:39:49.421000+00:00,resolved,Unknown_VehType,Non-corridor,Low,Jnanabharathi,,2023-12-10 06:00:18.169882+00:00,West Zone 1,Other_Junction,True,True,23,5,12,1,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,late_night,0,117,534,38,170,16,1,others_Non-corridor,others_late_night,1_late_night,unplanned_others,8760145aeffffff,2,28,116,0.011111111111111112,0.0020833333333333333,0.375,0,0,0,0,0,Low,0,380.47914803333333,5.944056191388865
unplanned,12.9654851,77.6254524,"Old Airport Road, Golden Jubilee Complex, Agaram, Bengaluru, Karnataka. Pin-560007 (India)",vehicle_breakdown,False,2023-12-10 01:14:36.567000+00:00,closed,heavy_vehicle,Non-corridor,Low,Halasur,2023-12-10 01:44:01.286839+00:00,,Central Zone 1,Other_Junction,True,True,1,6,12,1,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,night,0,118,536,20,92,18,4,vehicle_breakdown_Non-corridor,vehicle_breakdown_night,1_night,unplanned_vehicle_breakdown,8761892edffffff,12,59,264,0.012448132780082987,0.009681881051175657,0.3748271092669433,0,0,0,0,0,Low,0,29.411997316666668,3.414837179133471
unplanned,12.9624886,77.5656329,"Mysore Road, Tipu Nagar, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",vehicle_breakdown,False,2023-12-10 01:23:54.458000+00:00,closed,bmtc_bus,Mysore Road,High,Chamarajpet,2023-12-10 01:35:35.572325+00:00,,Central Zone 2,Other_Junction,True,True,1,6,12,1,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,night,0,43,136,63,245,30,9,vehicle_breakdown_Mysore Road,vehicle_breakdown_night,1_night,unplanned_vehicle_breakdown,8760145b5ffffff,21,206,370,0.021423635107118175,0.038700760193503804,0.09536973047684866,0,0,0,0,0,High,0,11.68523875,2.5404390143167728
unplanned,12.9022284,77.6011471,"Bannerghatta Main Road, Bilekahalli Junction, Bilekahalli, Bengaluru, Karnataka. Pin-560076 (India)",vehicle_breakdown,False,2023-12-10 02:00:42.608000+00:00,closed,private_car,Bannerghata Road,High,Mico Layout,2023-12-10 02:26:17.565043+00:00,,South Zone 2,Other_Junction,True,True,2,6,12,1,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,night,0,5,20,22,108,18,5,vehicle_breakdown_Bannerghata Road,vehicle_breakdown_night,1_night,unplanned_vehicle_breakdown,87618924effffff,9,57,140,0.012430939226519336,0.008287292817679558,0.013812154696132596,0,0,0,0,0,High,0,25.582617383333336,3.2802575203457627
unplanned,13.0415656,77.6118591,"Kankanagar Main Road, Lawrence Layout, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",others,True,2023-12-10 02:12:12.221000+00:00,closed,Unknown_VehType,ORR North 1,High,K.G. Halli,2024-02-03 05:08:47.556970+00:00,,North Zone 1,"VeerannapalyaJunction(BEL,HO)",True,True,2,6,12,1,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,night,0,11,46,26,116,19,6,others_ORR North 1,others_night,1_night,unplanned_others,8761892c8ffffff,16,95,211,0.013112491373360938,0.013802622498274672,0.03243616287094548,0,0,0,0,0,High,1,38078.83889102991,10.547440258093566
unplanned,12.9794862,77.6032537,"Lady Curzon Road, Shivaji Nagar Intersection Junction, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",vehicle_breakdown,False,2023-12-10 03:07:59.714000+00:00,closed,bmtc_bus,CBD 1,High,Shivajinagar,2023-12-10 03:19:07.664295+00:00,,Central Zone 2,Other_Junction,True,True,3,6,12,1,0.7071067811865476,0.7071067811865476,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,night,0,0,4,63,245,8,3,vehicle_breakdown_CBD 1,vehicle_breakdown_night,1_night,unplanned_vehicle_breakdown,8761892e9ffffff,25,184,375,0.005517241379310344,0.011724137931034483,0.002758620689655172,0,0,0,0,0,High,0,11.132504916666667,2.4958882075447653
unplanned,13.0161856,77.7094731,"Seegehalli Main Road, Sri Manjunatha Layout, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",vehicle_breakdown,False,2023-12-10 04:57:36.973000+00:00,closed,lcv,Non-corridor,Low,K.R. Pura,2023-12-10 05:04:56.032140+00:00,,East Zone 2,Junction_Unknown,True,False,4,6,12,1,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,night,0,117,535,21,83,39,11,vehicle_breakdown_Non-corridor,vehicle_breakdown_night,1_night,unplanned_vehicle_breakdown,8761892f5ffffff,8,37,52,0.026804123711340205,0.006872852233676976,0.3738831615120275,0,0,0,0,0,Low,0,7.317652333333333,2.1183800435408973
unplanned,12.9801212,77.5555583,"80 Feet Ring Road, Gubbanna Industrial Estate, Block 6, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",vehicle_breakdown,False,2023-12-10 05:04:03.604000+00:00,closed,private_car,Non-corridor,Low,Magadi Road,2023-12-10 05:20:52.015750+00:00,,West Zone 2,Other_Junction,True,True,5,6,12,1,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,night,0,119,537,45,153,41,13,vehicle_breakdown_Non-corridor,vehicle_breakdown_night,1_night,unplanned_vehicle_breakdown,8760145b1ffffff,22,141,417,0.028140013726835965,0.015785861358956762,0.3747426218256692,0,0,0,0,0,Low,0,16.8068625,2.879583916706881
unplanned,13.0422496,77.5488461,"Outer Ring Road, Renaissance Reserva, Muthyala Nagar, Bengaluru, Karnataka. Pin-560054 (India)",vehicle_breakdown,False,2023-12-10 05:04:48.872000+00:00,closed,truck,ORR North 2,High,Jalahalli,2023-12-10 05:14:01.546405+00:00,,North Zone 2,Junction_Unknown,True,False,5,6,12,1,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,night,0,12,42,38,181,43,12,vehicle_breakdown_ORR North 2,vehicle_breakdown_night,1_night,unplanned_vehicle_breakdown,876014590ffffff,35,103,258,0.03017832647462277,0.02606310013717421,0.02880658436213992,0,0,0,0,0,High,0,9.211240083333333,2.3234890825223706
unplanned,13.04098,77.5453533,"Outer Ring Road, Sharadamba Nagar, Jalahalli Village, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",vehicle_breakdown,False,2023-12-10 05:19:25.336000+00:00,closed,others,ORR North 2,High,Jalahalli,2023-12-10 05:31:01.918214+00:00,,North Zone 2,Junction_Unknown,True,False,5,6,12,1,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,night,0,13,43,39,182,44,13,vehicle_breakdown_ORR North 2,vehicle_breakdown_night,1_night,unplanned_vehicle_breakdown,876014590ffffff,28,113,237,0.030843043180260453,0.026730637422892393,0.029472241261137764,0,0,0,0,0,High,0,11.609703566666667,2.5344666419024717
unplanned,13.0478149,77.554091,"Rajatha Bhavana Road, BEL Colony, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",vehicle_breakdown,False,2023-12-10 05:38:52.532000+00:00,closed,heavy_vehicle,Non-corridor,Low,Jalahalli,2023-12-10 05:49:18.408144+00:00,,North Zone 2,Junction_Unknown,True,False,5,6,12,1,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,night,0,120,539,39,183,45,14,vehicle_breakdown_Non-corridor,vehicle_breakdown_night,1_night,unplanned_vehicle_breakdown,876014590ffffff,21,73,262,0.03148528405201916,0.02737850787132101,0.3750855578370979,0,0,0,0,0,Low,0,10.431269066666665,2.436352501098057
unplanned,12.9530288,77.5417742,"Mysore Road, Iyannashetty Layout, New Timber Yard Layout, Bengaluru, Karnataka. Pin-560026 (India)",vehicle_breakdown,False,2023-12-10 06:08:34.611000+00:00,closed,ksrtc_bus,Mysore Road,High,Byatarayanapura,2023-12-10 07:08:39.576461+00:00,,West Zone 2,SatteliteBusStandJunc,True,True,6,6,12,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,morning_rush,0,42,136,43,154,63,22,vehicle_breakdown_Mysore Road,vehicle_breakdown_morning_rush,1_morning_rush,unplanned_vehicle_breakdown,8760145a0ffffff,35,101,248,0.04377564979480164,0.010259917920656635,0.09507523939808482,0,0,0,0,0,High,0,60.08275768333333,4.11222962804333
unplanned,13.0440858,77.5569944,"Dr JP Rajaratnam Road, BEL Circle, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",vehicle_breakdown,False,2023-12-10 06:16:12.904000+00:00,closed,heavy_vehicle,ORR North 2,High,Jalahalli,2023-12-10 06:41:12.000965+00:00,,North Zone 1,Other_Junction,True,True,6,6,12,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,morning_rush,0,14,44,26,115,46,15,vehicle_breakdown_ORR North 2,vehicle_breakdown_morning_rush,1_morning_rush,unplanned_vehicle_breakdown,876014590ffffff,22,89,277,0.03212576896787423,0.028024606971975393,0.03007518796992481,0,0,0,0,0,High,0,24.984949416666666,3.2575175018226306
unplanned,13.043665,77.6027722,"MBT Road, Yogesh Nagar, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",vehicle_breakdown,False,2023-12-10 06:24:46.480000+00:00,closed,private_car,ORR North 1,High,Hebbala,2023-12-10 06:41:04.509048+00:00,,North Zone 1,Junction_Unknown,True,False,6,6,12,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,morning_rush,0,12,47,27,116,36,6,vehicle_breakdown_ORR North 1,vehicle_breakdown_morning_rush,1_morning_rush,unplanned_vehicle_breakdown,8761892c8ffffff,6,106,223,0.025273224043715847,0.014344262295081968,0.03278688524590164,0,0,0,0,0,High,0,16.300484133333335,2.850734485697914
unplanned,12.9282778,77.6821992,"LSI Entrance Road, Sterling Ascentia, Kariyammana Agrahara, Bengaluru, Karnataka. Pin-560103 (India)",construction,False,2023-12-10 06:39:25.021000+00:00,closed,Unknown_VehType,ORR East 1,High,HAL Old Airport,2024-01-16 00:52:15.529191+00:00,,East Zone 1,Other_Junction,True,True,6,6,12,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,morning_rush,0,3,50,22,113,67,10,construction_ORR East 1,construction_morning_rush,1_morning_rush,unplanned_construction,876189254ffffff,9,25,75,0.045702592087312414,0.0068212824010914054,0.034106412005457026,0,0,0,0,0,High,0,38078.83889102991,10.547440258093566
